tax_id,rank,name,spades_reads,megahit_reads,total_reads,detection,agreement_ratio
1982098,S1,Pseudomonas virus PaMx11,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2599343,S1,Aphis citricidus bunyavirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
3059891,S,Citricivirus chongqinense,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1917232,S,Only Syngen Nebraska virus 5,2.0,2.0,4.0,Consensus (Both),1.0
1175657,S2,Pseudomonas phage PaMx11,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
3044688,G,Citricivirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2948710,G,Foxborovirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
3425958,S,Abidjanvirus PaMx11,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1982095,G,Abidjanvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
3427838,S,Ceetrepovirus darwin,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2560394,S1,Corynebacterium virus Darwin,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
10682,S1,Enterobacteria phage P7,2.0,2.0,4.0,Consensus (Both),1.0
2842856,G,Matervirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1985735,S,Pradovirus f30,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2948936,G,Turbidovirus,2.0,2.0,4.0,Consensus (Both),1.0
2301697,S1,Gordonia phage Schmidt,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1813613,S,Picornavirales Bu-3,2.0,2.0,4.0,Consensus (Both),1.0
2843429,G,Nesevirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2843376,G,Donellivirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1084719,S,Donellivirus gee,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2884420,S1,Bacillus phage G,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2767570,S1,Achromobacter phage Mano,2.0,2.0,4.0,Consensus (Both),1.0
2956185,S,Manovirus Mano,2.0,2.0,4.0,Consensus (Both),1.0
2948816,G,Manovirus,2.0,2.0,4.0,Consensus (Both),1.0
2843419,G,Marfavirus,2.0,2.0,4.0,Consensus (Both),1.0
1784981,S1,Xanthomonas phage f30-Xaj,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2565502,S1,Shigella phage DS8,2.0,2.0,4.0,Consensus (Both),1.0
2955752,S,Deseoctovirus DS8,2.0,2.0,4.0,Consensus (Both),1.0
2948678,G,Deseoctovirus,2.0,2.0,4.0,Consensus (Both),1.0
2845816,S1,Gordonia phage VanLee,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
3433098,S,Vanleevirus vanlee,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2914450,S1,Pseudomonas phage PP9W2,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
3429152,S,Haihevirus PP9W2,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
3152968,G,Haihevirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2733208,G,Samwavirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2956401,S,Schmidtvirus schmidt,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2948896,G,Schmidtvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2731961,G,Paadamvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2733939,S,Paadamvirus RHEph01,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1220601,S1,Rhizobium phage RHEph01,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2023057,S1,Orpheovirus IHUMI-LCC2,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
3426221,S,Alphaorpheovirus massiliense,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2560332,S,Matervirus mater,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
3153020,G,Alphaorpheovirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1540090,S1,Bacillus phage Mater,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1857844,G,Pecentumvirus,2.0,2.0,4.0,Consensus (Both),1.0
2733202,G,Quhwahvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2948773,G,Julieunavirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2843396,G,Jouyvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2948771,G,Jolieduovirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
3152630,G,Vanleevirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1813771,S,Salmonella phage 118970_sal3,2.0,2.0,4.0,Consensus (Both),1.0
2927986,S1,Caulobacter phage CcrRogue,2.0,2.0,4.0,Consensus (Both),1.0
984186,S,Cronobacter phage ENT47670,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1647476,S,Tsukamurella phage TPA4,2.0,2.0,4.0,Consensus (Both),1.0
2844071,S,Dendoorenvirus RG2014,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1563661,S1,Delftia phage RG-2014,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1913650,G,Karamvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1913653,G,Gelderlandvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
754056,S,Rhodovulum phage RS1,2.0,2.0,4.0,Consensus (Both),1.0
2842972,G,Pokkenvirus,2.0,2.0,4.0,Consensus (Both),1.0
3431429,S,Peduovirus FSLSP004,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2880362,S1,Aeromonas phage Aeh1,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
942016,S1,Enterobacter phage EcP1,1.0,3.0,4.0,Consensus (Both),0.3333333333333333
2948647,G,Caelumvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1173769,S2,Salmonella phage FSLSP004,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2560726,S1,Stockinghallvirus FSLSP004,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2844120,S,Eceepunavirus EcP1,1.0,3.0,4.0,Consensus (Both),0.3333333333333333
2748760,S,Poindextervirus rogue,2.0,2.0,4.0,Consensus (Both),1.0
2842641,G,Dendoorenvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2842619,G,Cuauhtlivirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2169927,S,Cuauhtlivirus mEpX1,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2948788,G,Kratiovirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2948904,G,Shandvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2843159,G,Zedzedvirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1982879,G,Camvirus,2.0,2.0,4.0,Consensus (Both),1.0
2843640,S,Zedzedvirus zz1,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2015807,S1,Escherichia phage ECP1,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2844189,S,Wongtaivirus ECP1,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2843141,G,Wongtaivirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2843126,G,Wanchaivirus,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1147153,S1,Escherichia phage mEpX1,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1147144,S,Enterobacteria phage HK225,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1049283,S1,Acinetobacter phage ZZ1,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
227470,S,Cinqassovirus aeh1,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
1718278,S,Brucella phage BiPBO1,3.0,1.0,4.0,Consensus (Both),0.3333333333333333
2842661,G,Eceepunavirus,1.0,3.0,4.0,Consensus (Both),0.3333333333333333
3044826,G,Siaravirus,2.0,1.0,3.0,Consensus (Both),0.5
2169658,G,Wizardvirus,2.0,1.0,3.0,Consensus (Both),0.5
1279082,S1,Pseudomonas phage PPpW-3,2.0,1.0,3.0,Consensus (Both),0.5
3060034,S,Hiroshimavirus PPpW3,2.0,1.0,3.0,Consensus (Both),0.5
1147143,S1,Enterobacteria phage HK140,2.0,1.0,3.0,Consensus (Both),0.5
2733222,G,Zetavirus,2.0,1.0,3.0,Consensus (Both),0.5
2734292,S,Zetavirus zeta1847,2.0,1.0,3.0,Consensus (Both),0.5
2201444,S1,Microbacterium phage Zeta1847,2.0,1.0,3.0,Consensus (Both),0.5
1985325,G,Jiaodavirus,2.0,1.0,3.0,Consensus (Both),0.5
2859658,S1,Stenotrophomonas phage Siara,2.0,1.0,3.0,Consensus (Both),0.5
1910991,G,Jerseyvirus,2.0,1.0,3.0,Consensus (Both),0.5
3430047,S,Jerseyvirus JD01,2.0,1.0,3.0,Consensus (Both),0.5
2831178,S1,Salmonella phage JD01,2.0,1.0,3.0,Consensus (Both),0.5
3044731,G,Hiroshimavirus,2.0,1.0,3.0,Consensus (Both),0.5
3060703,S,Siaravirus siara,2.0,1.0,3.0,Consensus (Both),0.5
1805457,S1,Mycobacterium phage Bipper,2.0,1.0,3.0,Consensus (Both),0.5
2560134,G,Galaxyvirus,2.0,1.0,3.0,Consensus (Both),0.5
2956025,S,Jolieduovirus lemuria,2.0,1.0,3.0,Consensus (Both),0.5
2315544,S1,Mycobacterium phage Paito,2.0,1.0,3.0,Consensus (Both),0.5
2956114,S,Liefievirus paito,2.0,1.0,3.0,Consensus (Both),0.5
2842888,G,Mydovirus,2.0,1.0,3.0,Consensus (Both),0.5
2946805,G,Antsirabevirus,2.0,1.0,3.0,Consensus (Both),0.5
2842727,G,Henunavirus,2.0,1.0,3.0,Consensus (Both),0.5
2843361,G,Borockvirus,2.0,1.0,3.0,Consensus (Both),0.5
2846393,S,Borockvirus brock,2.0,1.0,3.0,Consensus (Both),0.5
1913591,S1,Streptomyces phage BRock,2.0,1.0,3.0,Consensus (Both),0.5
2599868,S1,Mycobacterium phage Lemuria,2.0,1.0,3.0,Consensus (Both),0.5
2955364,S,Antsirabevirus antsirabe,2.0,1.0,3.0,Consensus (Both),0.5
3152994,G,Chewyvirus,2.0,1.0,3.0,Consensus (Both),0.5
3044673,G,Beenievirus,2.0,1.0,3.0,Consensus (Both),0.5
3427903,S,Chewyvirus chewyVIII,2.0,1.0,3.0,Consensus (Both),0.5
1887657,S1,Rhodococcus phage ChewyVIII,2.0,1.0,3.0,Consensus (Both),0.5
2946828,G,Bippervirus,2.0,1.0,3.0,Consensus (Both),0.5
2955496,S,Bippervirus bipper,2.0,1.0,3.0,Consensus (Both),0.5
2955537,S,Broinstvirus pCB2051A,2.0,1.0,3.0,Consensus (Both),0.5
2843401,G,Klausavirus,2.0,1.0,3.0,Consensus (Both),0.5
2948789,G,Kroosvirus,2.0,1.0,3.0,Consensus (Both),0.5
2575610,S1,Mycobacterium phage Antsirabe,2.0,1.0,3.0,Consensus (Both),0.5
1623301,G,Reyvirus,2.0,1.0,3.0,Consensus (Both),0.5
2560188,G,Nickievirus,2.0,1.0,3.0,Consensus (Both),0.5
2560688,S,Nickievirus nickie,2.0,1.0,3.0,Consensus (Both),0.5
2048977,S1,Pseudomonas phage nickie,2.0,1.0,3.0,Consensus (Both),0.5
1483485,S,Ralstonia phage RS138,1.0,2.0,3.0,Consensus (Both),0.5
2943002,G,Broinstvirus,2.0,1.0,3.0,Consensus (Both),0.5
754044,S1,Loktanella phage pCB2051-A,2.0,1.0,3.0,Consensus (Both),0.5
1985328,G,Slopekvirus,2.0,1.0,3.0,Consensus (Both),0.5
564886,S1,Enterobacteria phage YYZ-2008,2.0,1.0,3.0,Consensus (Both),0.5
1503929,S,Aurantimonas phage AmM-1,2.0,1.0,3.0,Consensus (Both),0.5
2844245,S,Jouyvirus ev017,2.0,1.0,3.0,Consensus (Both),0.5
2847060,S1,Escherichia phage ev017,2.0,1.0,3.0,Consensus (Both),0.5
10552,G,Aviadenovirus,2.0,1.0,3.0,Consensus (Both),0.5
2844135,S,Pankowvirus YYZ2008,2.0,1.0,3.0,Consensus (Both),0.5
2734199,S,Getalongvirus bentherdunthat,2.0,1.0,3.0,Consensus (Both),0.5
2733092,G,Atlauavirus,2.0,1.0,3.0,Consensus (Both),0.5
2734085,S,Atlauavirus tusconc8,2.0,1.0,3.0,Consensus (Both),0.5
2790336,S1,Synechococcus phage ACG-2014f_Syn7803C8,2.0,1.0,3.0,Consensus (Both),0.5
3044815,G,Scyllavirus,2.0,1.0,3.0,Consensus (Both),0.5
3060690,S,Scyllavirus aitchnine,2.0,1.0,3.0,Consensus (Both),0.5
2783674,S1,Synechococcus phage S-H9-1,2.0,1.0,3.0,Consensus (Both),0.5
2047830,S1,Gordonia phage BENtherdunthat,2.0,1.0,3.0,Consensus (Both),0.5
2733156,G,Getalongvirus,2.0,1.0,3.0,Consensus (Both),0.5
3427890,S,Cheoctovirus SG4,1.0,2.0,3.0,Consensus (Both),0.5
1273738,S1,Escherichia phage PBECO4,2.0,1.0,3.0,Consensus (Both),0.5
2560463,S,Asteriusvirus PBECO4,2.0,1.0,3.0,Consensus (Both),0.5
411359,S1,Acanthocystis turfacea chlorella virus 1,2.0,1.0,3.0,Consensus (Both),0.5
322019,S,Chlorovirus heliozoae,2.0,1.0,3.0,Consensus (Both),0.5
2923001,S2,Mycobacterium phage SG4,1.0,2.0,3.0,Consensus (Both),0.5
1089132,S1,Mycobacterium virus SG4,1.0,2.0,3.0,Consensus (Both),0.5
1984776,G,Agricanvirus,2.0,1.0,3.0,Consensus (Both),0.5
2530033,S1,Burkholderia phage BcepSauron,2.0,1.0,3.0,Consensus (Both),0.5
2843897,S,Sarumanvirus bcepsauron,2.0,1.0,3.0,Consensus (Both),0.5
2530032,S1,Burkholderia phage BcepSaruman,2.0,1.0,3.0,Consensus (Both),0.5
2843896,S,Sarumanvirus bcepsaruman,2.0,1.0,3.0,Consensus (Both),0.5
2843147,G,Yautsimvirus,2.0,1.0,3.0,Consensus (Both),0.5
2844127,S,Yautsimvirus HK140,2.0,1.0,3.0,Consensus (Both),0.5
2946806,G,Aptresvirus,2.0,1.0,3.0,Consensus (Both),0.5
2946811,G,Aurodevirus,2.0,1.0,3.0,Consensus (Both),0.5
2894367,S1,Aeromonas phage vB_AsaM_LPM4,2.0,1.0,3.0,Consensus (Both),0.5
3060630,S,Piscesmortuivirus LPM4,2.0,1.0,3.0,Consensus (Both),0.5
3044793,G,Piscesmortuivirus,2.0,1.0,3.0,Consensus (Both),0.5
2986419,S1,uncultured phage cr23_1,2.0,1.0,3.0,Consensus (Both),0.5
2955382,S,Aurodevirus hiberniae,2.0,1.0,3.0,Consensus (Both),0.5
3044778,G,Oceanusvirus,2.0,1.0,3.0,Consensus (Both),0.5
2060617,S1,Tetraselmis virus 1,2.0,1.0,3.0,Consensus (Both),0.5
1838074,S1,Gordonia phage OneUp,2.0,1.0,3.0,Consensus (Both),0.5
1982560,S,Oneupvirus oneup,2.0,1.0,3.0,Consensus (Both),0.5
3060432,S,Oceanusvirus kaneohense,2.0,1.0,3.0,Consensus (Both),0.5
1982900,G,Rosebushvirus,1.0,2.0,3.0,Consensus (Both),0.5
2955346,S,Anayavirus nibb,2.0,1.0,3.0,Consensus (Both),0.5
1623306,G,Timquatrovirus,2.0,1.0,3.0,Consensus (Both),0.5
2560220,G,Samistivirus,2.0,1.0,3.0,Consensus (Both),0.5
2560108,G,Brunovirus,2.0,1.0,3.0,Consensus (Both),0.5
2560731,S,Brunovirus SEN34,2.0,1.0,3.0,Consensus (Both),0.5
2053653,S1,Synechococcus phage S-CBWM1,1.0,2.0,3.0,Consensus (Both),0.5
1647463,S1,Salmonella phage SEN34,2.0,1.0,3.0,Consensus (Both),0.5
2734084,S,Aokuangvirus SCBWM1,1.0,2.0,3.0,Consensus (Both),0.5
2733091,G,Aokuangvirus,1.0,2.0,3.0,Consensus (Both),0.5
3044749,G,Kumottavirus,1.0,2.0,3.0,Consensus (Both),0.5
2948822,G,Micavirus,2.0,1.0,3.0,Consensus (Both),0.5
2948731,G,Gruunavirus,2.0,1.0,3.0,Consensus (Both),0.5
2956191,S,Micavirus Mica,2.0,1.0,3.0,Consensus (Both),0.5
1647475,S1,Gordonia phage GTE8,2.0,1.0,3.0,Consensus (Both),0.5
2955912,S,Foxborovirus GTE8,2.0,1.0,3.0,Consensus (Both),0.5
2767579,S1,Burkholderia phage Mica,2.0,1.0,3.0,Consensus (Both),0.5
2955318,S,Alphasphaerolipovirus serpentinense,2.0,1.0,3.0,Consensus (Both),0.5
2886926,S1,Escherichia phage P1,2.0,1.0,3.0,Consensus (Both),0.5
326574,S1,Haloarcula hispanica SH1 virus,2.0,1.0,3.0,Consensus (Both),0.5
2510585,S1,Mycobacterium phage Nibb,2.0,1.0,3.0,Consensus (Both),0.5
39944,S1,Caprine alphaherpesvirus 1,2.0,1.0,3.0,Consensus (Both),0.5
2948807,G,Luchadorvirus,2.0,1.0,3.0,Consensus (Both),0.5
2842993,G,Pylasvirus,2.0,1.0,3.0,Consensus (Both),0.5
10365,G,Muromegalovirus,2.0,1.0,3.0,Consensus (Both),0.5
2845649,S,Cukevirus cuke,2.0,1.0,3.0,Consensus (Both),0.5
3050323,S,Muromegalovirus muridbeta1,2.0,1.0,3.0,Consensus (Both),0.5
2948946,G,Veracruzvirus,2.0,1.0,3.0,Consensus (Both),0.5
2843371,G,Cukevirus,2.0,1.0,3.0,Consensus (Both),0.5
10366,S1,Murid betaherpesvirus 1,2.0,1.0,3.0,Consensus (Both),0.5
3050252,S,Varicellovirus caprinealpha1,2.0,1.0,3.0,Consensus (Both),0.5
2079417,S1,Mycobacterium phage Cuke,2.0,1.0,3.0,Consensus (Both),0.5
2530172,S1,Pseudomonas phage Lana,1.0,1.0,2.0,Consensus (Both),1.0
2733179,G,Goodmanvirus,1.0,1.0,2.0,Consensus (Both),1.0
2560727,S,Gelderlandvirus melville,1.0,1.0,2.0,Consensus (Both),1.0
2734238,S,Goodmanvirus goodman,1.0,1.0,2.0,Consensus (Both),1.0
2484206,S1,Microbacterium phage Goodman,1.0,1.0,2.0,Consensus (Both),1.0
3044800,G,Rheavirus,1.0,1.0,2.0,Consensus (Both),1.0
2560506,S,Nyceiraevirus nyceirae,1.0,1.0,2.0,Consensus (Both),1.0
1887651,S1,Gordonia phage Nyceirae,1.0,1.0,2.0,Consensus (Both),1.0
2041413,S1,Salmonella phage Melville,1.0,1.0,2.0,Consensus (Both),1.0
1920312,S1,Streptomyces phage Raleigh,1.0,1.0,2.0,Consensus (Both),1.0
2419948,S1,Arthrobacter phage Auxilium,1.0,1.0,2.0,Consensus (Both),1.0
2733177,G,Gillianvirus,1.0,1.0,2.0,Consensus (Both),1.0
3424972,G,Risoevirus,1.0,1.0,2.0,Consensus (Both),1.0
2560256,G,Winklervirus,1.0,1.0,2.0,Consensus (Both),1.0
1985329,G,Moonvirus,1.0,1.0,2.0,Consensus (Both),1.0
2955704,S,Cinqassovirus ah1,1.0,1.0,2.0,Consensus (Both),1.0
2053701,S1,Aeromonas phage Ah1,1.0,1.0,2.0,Consensus (Both),1.0
2734236,S,Gillianvirus oneinagillian,1.0,1.0,2.0,Consensus (Both),1.0
1109712,S,Rhodococcus phage REQ1,1.0,1.0,2.0,Consensus (Both),1.0
2956382,S1,Roskildevirus cronus,1.0,1.0,2.0,Consensus (Both),1.0
3432166,S,Risoevirus cronus,1.0,1.0,2.0,Consensus (Both),1.0
2948755,G,Harrisonburgvirus,1.0,1.0,2.0,Consensus (Both),1.0
693272,S2,Cafeteria roenbergensis virus BV-PW1,1.0,1.0,2.0,Consensus (Both),1.0
2846185,S,Parlovirus parlo,1.0,1.0,2.0,Consensus (Both),1.0
2843433,G,Parlovirus,1.0,1.0,2.0,Consensus (Both),1.0
3152992,G,Successvirus,1.0,1.0,2.0,Consensus (Both),1.0
3432624,S,Successvirus success,1.0,1.0,2.0,Consensus (Both),1.0
2999013,S1,Streptomyces phage Success,1.0,1.0,2.0,Consensus (Both),1.0
3044670,G,Basiliskvirus,1.0,1.0,2.0,Consensus (Both),1.0
3044675,G,Bigmanorsvirus,1.0,1.0,2.0,Consensus (Both),1.0
2301604,S1,Microbacterium phage OneinaGillian,1.0,1.0,2.0,Consensus (Both),1.0
2894335,S1,Burkholderia phage BgManors32,1.0,1.0,2.0,Consensus (Both),1.0
2955983,S,Harrisonburgvirus persinger,1.0,1.0,2.0,Consensus (Both),1.0
2557554,S1,Serratia phage Parlo,1.0,1.0,2.0,Consensus (Both),1.0
1513235,S1,Cafeteria roenbergensis virus,1.0,1.0,2.0,Consensus (Both),1.0
3047716,S,Rheavirus sinusmexicani,1.0,1.0,2.0,Consensus (Both),1.0
2749430,S1,Pseudomonas phage Persinger,1.0,1.0,2.0,Consensus (Both),1.0
2163633,S2,Erwinia phage Cronus,1.0,1.0,2.0,Consensus (Both),1.0
2734267,S,Raleighvirus raleigh,1.0,1.0,2.0,Consensus (Both),1.0
2733203,G,Raleighvirus,1.0,1.0,2.0,Consensus (Both),1.0
2843628,S,Hadassahvirus azbtza1,1.0,1.0,2.0,Consensus (Both),1.0
2560192,G,Nyceiraevirus,1.0,1.0,2.0,Consensus (Both),1.0
2500827,S1,Acinetobacter phage AbTZA1,1.0,1.0,2.0,Consensus (Both),1.0
2733185,G,Lanavirus,1.0,1.0,2.0,Consensus (Both),1.0
2734243,S,Lanavirus lana,1.0,1.0,2.0,Consensus (Both),1.0
3059778,S,Bigmanorsvirus bgmanors32,1.0,1.0,2.0,Consensus (Both),1.0
3153078,G,Shangdongvirus,1.0,1.0,2.0,Consensus (Both),1.0
2948691,G,Efekovirus,1.0,1.0,2.0,Consensus (Both),1.0
2315704,S2,Microbacterium phage Efeko,1.0,1.0,2.0,Consensus (Both),1.0
2955845,S1,Efkovirus efeko,1.0,1.0,2.0,Consensus (Both),1.0
42683,S2,Paramecium bursaria Chlorella virus CVA-1,1.0,1.0,2.0,Consensus (Both),1.0
381899,S1,Paramecium bursaria Chlorella virus A1,1.0,1.0,2.0,Consensus (Both),1.0
3427928,S,Chlorovirus conductrix,1.0,1.0,2.0,Consensus (Both),1.0
3428447,S,Efekovirus efeko,1.0,1.0,2.0,Consensus (Both),1.0
1983556,S1,Pseudomonas phage PspYZU05,1.0,1.0,2.0,Consensus (Both),1.0
2956010,S,Jiangsuvirus pspyzu05,1.0,1.0,2.0,Consensus (Both),1.0
3431516,S,Oscarsovirus oscarso,1.0,1.0,2.0,Consensus (Both),1.0
2985324,S1,Microbacterium phage OscarSo,1.0,1.0,2.0,Consensus (Both),1.0
2560121,G,Delepquintavirus,1.0,1.0,2.0,Consensus (Both),1.0
3152624,G,Oscarsovirus,1.0,1.0,2.0,Consensus (Both),1.0
2560782,S,Delepquintavirus DLP5,1.0,1.0,2.0,Consensus (Both),1.0
1604876,S1,Escherichia phage N15,1.0,1.0,2.0,Consensus (Both),1.0
1838064,S1,Gordonia phage BritBrat,1.0,1.0,2.0,Consensus (Both),1.0
879630,S1,Aeromonas phage phiAS5,1.0,1.0,2.0,Consensus (Both),1.0
2560489,S,Britbratvirus britbrat,1.0,1.0,2.0,Consensus (Both),1.0
2560107,G,Britbratvirus,1.0,1.0,2.0,Consensus (Both),1.0
308911,G,Ravinvirus,1.0,1.0,2.0,Consensus (Both),1.0
40631,S,Ravinvirus N15,1.0,1.0,2.0,Consensus (Both),1.0
2772516,S1,Ruminococcus phage phiRM10,1.0,1.0,2.0,Consensus (Both),1.0
181084,G,Prasinovirus,1.0,1.0,2.0,Consensus (Both),1.0
2955700,S,Chrysonvirus as5,1.0,1.0,2.0,Consensus (Both),1.0
3425976,S,Aceathervirus RM10,1.0,1.0,2.0,Consensus (Both),1.0
3153001,G,Aceathervirus,1.0,1.0,2.0,Consensus (Both),1.0
2948662,G,Chrysonvirus,1.0,1.0,2.0,Consensus (Both),1.0
2948770,G,Jiangsuvirus,1.0,1.0,2.0,Consensus (Both),1.0
2044561,S1,Stenotrophomonas phage vB_SmaS_DLP_5,1.0,1.0,2.0,Consensus (Both),1.0
3060667,S,Richievirus auxilium,1.0,1.0,2.0,Consensus (Both),1.0
2201420,S1,Ralstonia phage phiRSP,1.0,1.0,2.0,Consensus (Both),1.0
2955405,S,Backyardiganvirus noelle,1.0,1.0,2.0,Consensus (Both),1.0
2572317,S1,Mycobacterium phage Noelle,1.0,1.0,2.0,Consensus (Both),1.0
2955710,S,Coatlandelriovirus RSP,1.0,1.0,2.0,Consensus (Both),1.0
10492,G,Ranavirus,1.0,1.0,2.0,Consensus (Both),1.0
2948668,G,Coatlandelriovirus,1.0,1.0,2.0,Consensus (Both),1.0
2560400,S,Mimasvirus GAP32,1.0,1.0,2.0,Consensus (Both),1.0
1198980,G,Pbunavirus,1.0,1.0,2.0,Consensus (Both),1.0
3044803,G,Richievirus,1.0,1.0,2.0,Consensus (Both),1.0
2560176,G,Mimasvirus,1.0,1.0,2.0,Consensus (Both),1.0
1141136,S1,Cronobacter phage vB_CsaM_GAP32,1.0,1.0,2.0,Consensus (Both),1.0
3152967,G,Hafyongvirus,1.0,1.0,2.0,Consensus (Both),1.0
3429141,S,Hafyongvirus yong1,1.0,1.0,2.0,Consensus (Both),1.0
2719181,S1,Hafnia phage yong1,1.0,1.0,2.0,Consensus (Both),1.0
2844169,S,Pankowvirus pv1717,1.0,1.0,2.0,Consensus (Both),1.0
563769,S1,Stx2-converting phage 1717,1.0,1.0,2.0,Consensus (Both),1.0
1920860,G,Webervirus,1.0,1.0,2.0,Consensus (Both),1.0
3152507,G,Bonzeevirus,1.0,1.0,2.0,Consensus (Both),1.0
1623280,G,Charlievirus,1.0,1.0,2.0,Consensus (Both),1.0
1127516,S,Pectobacterium phage ZF40,1.0,1.0,2.0,Consensus (Both),1.0
1815955,S,Lactococcus phage PLgT-1,1.0,1.0,2.0,Consensus (Both),1.0
2846681,S,Tequatrovirus zeen18,1.0,1.0,2.0,Consensus (Both),1.0
1177632,S,Salmonella phage SSU5,1.0,1.0,2.0,Consensus (Both),1.0
2956501,S,Tequatrovirus mlf4,1.0,1.0,2.0,Consensus (Both),1.0
2448909,S1,Escherichia phage MLF4,1.0,1.0,2.0,Consensus (Both),1.0
2844216,S,Tequatrovirus ozark,1.0,1.0,2.0,Consensus (Both),1.0
1161927,S,Pseudomonas phage Lu11,1.0,1.0,2.0,Consensus (Both),1.0
2182395,S1,Gordonia phage Easley,1.0,1.0,2.0,Consensus (Both),1.0
3059766,S,Beenievirus easley,1.0,1.0,2.0,Consensus (Both),1.0
2599828,S1,Arthrobacter phage Lymara,1.0,1.0,2.0,Consensus (Both),1.0
2843728,S,Klausavirus lymara,1.0,1.0,2.0,Consensus (Both),1.0
764562,S,Brochothrix phage BL3,1.0,1.0,2.0,Consensus (Both),1.0
2873352,S,Klebsiella phage BUCT541,1.0,1.0,2.0,Consensus (Both),1.0
2894587,S1,Stenotrophomonas phage vB_SM_ytsc_ply2008005c,1.0,1.0,2.0,Consensus (Both),1.0
2587809,S1,Klebsiella phage Marfa,1.0,1.0,2.0,Consensus (Both),1.0
2845092,S,Marfavirus marfa,1.0,1.0,2.0,Consensus (Both),1.0
2070028,S1,Klebsiella phage vB_Kpn_F48,1.0,1.0,2.0,Consensus (Both),1.0
2845079,S,Marfavirus F48,1.0,1.0,2.0,Consensus (Both),1.0
2956637,S,Veracruzvirus MA5,1.0,1.0,2.0,Consensus (Both),1.0
2725640,S1,Mycobacterium phage MA5,1.0,1.0,2.0,Consensus (Both),1.0
1168549,S,Salmonella phage vB_SosS_Oslo,1.0,1.0,2.0,Consensus (Both),1.0
1168280,S,Cronobacter phage phiES15,1.0,1.0,2.0,Consensus (Both),1.0
